"Data","Consumo","regiao"
"1988.09",2141,"S"
"1988.10",2105,"S"
"1988.11",2043,"S"
"1988.12",2132,"S"
"1989.01",2235,"S"
"1989.02",2199,"S"
"1989.03",2183,"S"
"1989.04",2272,"S"
"1989.05",2278,"S"
"1989.06",2295,"S"
"1989.07",2300,"S"
"1989.08",2346,"S"
"1989.09",2343,"S"
"1989.10",2299,"S"
"1989.11",2301,"S"
"1989.12",2308,"S"
"1990.01",2448,"S"
"1990.02",2329,"S"
"1990.03",2389,"S"
"1990.04",2279,"S"
"1990.05",2229,"S"
"1990.06",2344,"S"
"1990.07",2332,"S"
"1990.08",2416,"S"
"1990.09",2373,"S"
"1990.10",2360,"S"
"1990.11",2366,"S"
"1990.12",2242,"S"
"1991.01",2381,"S"
"1991.02",2462,"S"
"1991.03",2409,"S"
"1991.04",2564,"S"
"1991.05",2512,"S"
"1991.06",2535,"S"
"1991.07",2501,"S"
"1991.08",2519,"S"
"1991.09",2524,"S"
"1991.10",2496,"S"
"1991.11",2499,"S"
"1991.12",2456,"S"
"1992.01",2573,"S"
"1992.02",2682,"S"
"1992.03",2698,"S"
"1992.04",2585,"S"
"1992.05",2504,"S"
"1992.06",2522,"S"
"1992.07",2548,"S"
"1992.08",2555,"S"
"1992.09",2499,"S"
"1992.10",2510,"S"
"1992.11",2480,"S"
"1992.12",2541,"S"
"1993.01",2666,"S"
"1993.02",2718,"S"
"1993.03",2762,"S"
"1993.04",2917,"S"
"1993.05",2742,"S"
"1993.06",2727,"S"
"1993.07",2705,"S"
"1993.08",2711,"S"
"1993.09",2704,"S"
"1993.10",2691,"S"
"1993.11",2737,"S"
"1993.12",2672,"S"
"1994.01",2822,"S"
"1994.02",2875,"S"
"1994.03",2832,"S"
"1994.04",2945,"S"
"1994.05",2792,"S"
"1994.06",2896,"S"
"1994.07",2798,"S"
"1994.08",2766,"S"
"1994.09",2951,"S"
"1994.10",2938,"S"
"1994.11",2890,"S"
"1994.12",2937,"S"
"1995.01",3115,"S"
"1995.02",3073,"S"
"1995.03",3221,"S"
"1995.04",3164,"S"
"1995.05",3106,"S"
"1995.06",3130,"S"
"1995.07",3032,"S"
"1995.08",3008,"S"
"1995.09",3150,"S"
"1995.10",3037,"S"
"1995.11",3179,"S"
"1995.12",3140,"S"
"1996.01",3240,"S"
"1996.02",3294,"S"
"1996.03",3295,"S"
"1996.04",3365,"S"
"1996.05",3214,"S"
"1996.06",3202,"S"
"1996.07",3303,"S"
"1996.08",3278,"S"
"1996.09",3266,"S"
"1996.10",3234,"S"
"1996.11",3313,"S"
"1996.12",3340,"S"
"1997.01",3515,"S"
"1997.02",3553,"S"
"1997.03",3455,"S"
"1997.04",3586,"S"
"1997.05",3485,"S"
"1997.06",3411,"S"
"1997.07",3519,"S"
"1997.08",3520,"S"
"1997.09",3545,"S"
"1997.10",3542,"S"
"1997.11",3507,"S"
"1997.12",3442,"S"
"1998.01",3621,"S"
"1998.02",3596,"S"
"1998.03",3659,"S"
"1998.04",3747,"S"
"1998.05",3630,"S"
"1998.06",3575,"S"
"1998.07",3604,"S"
"1998.08",3671,"S"
"1998.09",3659,"S"
"1998.10",3582,"S"
"1998.11",3629,"S"
"1998.12",3736,"S"
"1999.01",3772,"S"
"1999.02",3879,"S"
"1999.03",3940,"S"
"1999.04",4040,"S"
"1999.05",3802,"S"
"1999.06",3794,"S"
"1999.07",3770,"S"
"1999.08",3823,"S"
"1999.09",3904,"S"
"1999.10",3783,"S"
"1999.11",3829,"S"
"1999.12",3980,"S"
"2000.01",4088,"S"
"2000.02",4230,"S"
"2000.03",4253,"S"
"2000.04",4195,"S"
"2000.05",4147,"S"
"2000.06",4085,"S"
"2000.07",4088,"S"
"2000.08",4130,"S"
"2000.09",4075,"S"
"2000.10",4088,"S"
"2000.11",4167,"S"
"2000.12",4180,"S"
"2001.01",4132,"S"
"2001.02",4256,"S"
"2001.03",4431,"S"
"2001.04",4406,"S"
"2001.05",4117,"S"
"2001.06",4005,"S"
"2001.07",3919,"S"
"2001.08",3976,"S"
"2001.09",3981,"S"
"2001.10",3881,"S"
"2001.11",4075,"S"
"2001.12",4029,"S"
"2002.01",4033,"S"
"2002.02",4284,"S"
"2002.03",4265,"S"
"2002.04",4432,"S"
"2002.05",4209,"S"
"2002.06",4194,"S"
"2002.07",4100,"S"
"2002.08",4176,"S"
"2002.09",4110,"S"
"2002.10",4174,"S"
"2002.11",4239,"S"
"2002.12",4188,"S"
"2003.01",4399,"S"
"2003.02",4605,"S"
"2003.03",4542,"S"
"2003.04",4403,"S"
"2003.05",4316,"S"
"2003.06",4232,"S"
"2003.07",4256,"S"
"2003.08",4225,"S"
"2003.09",4256,"S"
"2003.10",4355,"S"
"2003.11",4360,"S"
"2003.12",4550,"S"
"2004.01",4423,"S"
"2004.02",4675,"S"
"2004.03",4786,"S"
"2004.04",4758,"S"
"2004.05",4651,"S"
"2004.06",4484,"S"
"2004.07",4532,"S"
"2004.08",4591,"S"
"2004.09",4593,"S"
"2004.10",4521,"S"
"2004.11",4543,"S"
"2004.12",4679,"S"
"2005.01",4718,"S"
"2005.02",4884,"S"
"2005.03",4974,"S"
"2005.04",4915,"S"
"2005.05",4710,"S"
"2005.06",4722,"S"
"2005.07",4692,"S"
"2005.08",4698,"S"
"2005.09",4641,"S"
"2005.10",4632,"S"
"2005.11",4741,"S"
"2005.12",4915,"S"
"2006.01",5219,"S"
"2006.02",5355,"S"
"2006.03",5525,"S"
"2006.04",5189,"S"
"2006.05",4880,"S"
"2006.06",4956,"S"
"2006.07",4926,"S"
"2006.08",5034,"S"
"2006.09",4918,"S"
"2006.10",4931,"S"
"2006.11",5155,"S"
"2006.12",5184,"S"
"2007.01",5312,"S"
"2007.02",5452,"S"
"2007.03",5483,"S"
"2007.04",5515,"S"
"2007.05",5334,"S"
"2007.06",5217,"S"
"2007.07",5167,"S"
"2007.08",5297,"S"
"2007.09",5265,"S"
"2007.10",5349,"S"
"2007.11",5405,"S"
"2007.12",5455,"S"
"2008.01",5605,"S"
"2008.02",5792,"S"
"2008.03",5818,"S"
"2008.04",5677,"S"
"2008.05",5474,"S"
"2008.06",5476,"S"
"2008.07",5532,"S"
"2008.08",5607,"S"
"2008.09",5521,"S"
"2008.10",5595,"S"
"2008.11",5537,"S"
"2008.12",5441,"S"
"2009.01",5342,"S"
"2009.02",5559,"S"
"2009.03",5852,"S"
"2009.04",5776,"S"
"2009.05",5366,"S"
"2009.06",5360,"S"
"2009.07",5422,"S"
"2009.08",5496,"S"
"2009.09",5467,"S"
"2009.10",5547,"S"
"2009.11",5691,"S"
"2009.12",5843,"S"
"2010.01",5799,"S"
"2010.02",5979,"S"
"2010.03",6200,"S"
"2010.04",5982,"S"
"2010.05",5731,"S"
"2010.06",5653,"S"
"2010.07",5707,"S"
"2010.08",5755,"S"
"2010.09",5712,"S"
"2010.10",5628,"S"
"2010.11",5759,"S"
"2010.12",6029,"S"
"2011.01",6285,"S"
"2011.02",6504,"S"
"2011.03",6436,"S"
"2011.04",6183,"S"
"2011.05",6148,"S"
"2011.06",6011,"S"
"2011.07",6082,"S"
"2011.08",6178,"S"
"2011.09",6134,"S"
"2011.10",6119,"S"
"2011.11",6046,"S"
"2011.12",6344,"S"
"2012.01",6353,"S"
"2012.02",6813,"S"
"2012.03",7026,"S"
"2012.04",6535,"S"
"2012.05",6142,"S"
"2012.06",6180,"S"
"2012.07",6189,"S"
"2012.08",6391,"S"
"2012.09",6340,"S"
"2012.10",6252,"S"
"2012.11",6544,"S"
"2012.12",6725,"S"
"2013.01",6617,"S"
"2013.02",6953,"S"
"2013.03",6834,"S"
"2013.04",6572,"S"
"2013.05",6614,"S"
"2013.06",6498,"S"
"2013.07",6544,"S"
"2013.08",6797,"S"
"2013.09",6573,"S"
"2013.10",6655,"S"
"2013.11",6850,"S"
"2013.12",6886,"S"
"2014.01",7333,"S"
"2014.02",8019,"S"
"2014.03",7282,"S"
"2014.04",7007,"S"
"2014.05",6795,"S"
"2014.06",6627,"S"
"2014.07",6639,"S"
"2014.08",6865,"S"
"2014.09",6823,"S"
"2014.10",6940,"S"
"2014.11",7303,"S"
"2014.12",7267,"S"
"2015.01",7308,"S"
"2015.02",7652,"S"
"2015.03",7266,"S"
"2015.04",7227,"S"
"2015.05",6671,"S"
"2015.06",6563,"S"
"2015.07",6432,"S"
"2015.08",6629,"S"
"2015.09",6474,"S"
"2015.10",6536,"S"
"2015.11",6615,"S"
"2015.12",6576,"S"
"2016.01",6904,"S"
"2016.02",7304,"S"
"2016.03",7192,"S"
"2016.04",7270,"S"
"2016.05",6831,"S"
"2016.06",6600,"S"
"2016.07",6635,"S"
"2016.08",6590,"S"
"2016.09",6573,"S"
"2016.10",6446,"S"
"2016.11",6683,"S"
"2016.12",6929,"S"
"2017.01",7281,"S"
"2017.02",7507,"S"
"2017.03",7831,"S"
"2017.04",7267,"S"
"2017.05",6685,"S"
"2017.06",6736,"S"
"2017.07",6748,"S"
"2017.08",6872,"S"
"2017.09",6973,"S"
"2017.10",6868,"S"
"2017.11",6926,"S"
"2017.12",7119,"S"
"2018.01",7436,"S"
"2018.02",7573,"S"
"2018.03",7564,"S"
"2018.04",7516,"S"
"2018.05",7271,"S"
"2018.06",6770,"S"
"2018.07",6916,"S"
"2018.08",7045,"S"
"2018.09",6960,"S"
"2018.10",6924,"S"
"2018.11",7145,"S"
"2018.12",7285,"S"
"2019.01",7897,"S"
"2019.02",8062,"S"
"2019.03",7680,"S"
"2019.04",7296,"S"
"2019.05",7297,"S"
"2019.06",6997,"S"
"2019.07",6970,"S"
"2019.08",7083,"S"
"2019.09",6943,"S"
"2019.10",7249,"S"
"2019.11",7446,"S"
"2019.12",7386,"S"
"2020.01",7859,"S"
"2020.02",7918,"S"
"2020.03",7836,"S"
"2020.04",6991,"S"
"2020.05",6578,"S"
"2020.06",6466,"S"
"2020.07",6873,"S"
"2020.08",7034,"S"
"2020.09",7206,"S"
"2020.10",7416,"S"
"2020.11",7519,"S"
"2020.12",7798,"S"
"2021.01",8079,"S"
"2021.02",7940,"S"
"2021.03",8218,"S"
"2021.04",8096,"S"
"2021.05",7561,"S"
"2021.06",7328,"S"
"2021.07",7445,"S"
"2021.08",7579,"S"
"2021.09",7355,"S"
"2021.10",7452,"S"
"2021.11",7615,"S"
"2021.12",7896,"S"
"2022.01",8518,"S"
"2022.02",8561,"S"
"2022.03",8789,"S"
"2022.04",7924,"S"
"2022.05",7551,"S"
"2022.06",7609,"S"
"2022.07",7645,"S"
"2022.08",7648,"S"
"2022.09",7553,"S"
"2022.10",7432,"S"
"2022.11",7598,"S"
"2022.12",8026,"S"
"2023.01",8316,"S"
